301_user_id,302_role,303_name,304_profile_img_url,305_contact,306_preferred_language,307_nationality,308_visa_status,309_employment_type,310_contract_period,311_agency_name,312_capable_tasks,313_allowed_zones,401_task_code,402_task_name,403_difficulty_level,404_required_headcount,405_standard_time,406_unit_type,407_sop_text_kr,408_guide_image_urls,409_eval_criteria,501_order_id,502_task_code_mapped,503_assigner_id,504_assignee_id,505_target_zone_id,506_priority,507_target_amount,508_planned_datetime,509_order_memo,510_status,511_read_receipt,512_actual_start_time,513_actual_end_time,514_completed_amount,515_issue_type,516_incomplete_reason,517_worker_feedback,601_worker_photo_urls,602_robot_vision_id,603_robot_scan_time,604_ai_eval_score,605_ai_detected_issues,606_final_grade,607_incentive_points,608_evaluator_memo
W-003,Worker,작업자_3,https://api.farm.com/img/w003.jpg,010-8884-6831,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-04,방제,상,2,60.0,zone,보호구 착용 후 꼼꼼히 살포할 것.,https://api.farm.com/guide/spray.jpg,약제 살포 균일도,ORD-20260217-011,TSK-04,W-002,W-003,Zone-3,보통,185.5,2026-02-17 11:47:00,,완료,True,2026-02-17 11:48:00,2026-02-17 12:36:56,177.5,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260217-011.jpg,RV-20260217-867,2026-02-17 12:41:56,94.5,특이사항 없음,A,945,우수함
W-020,Worker,작업자_20,https://api.farm.com/img/w020.jpg,010-8016-6051,TH,TH,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-01,수확,중,5,120.0,kg,빨갛게 익은 과실만 조심해서 수확할 것.,https://api.farm.com/guide/harvest.jpg,상처 없는 과실 비율,ORD-20260217-012,TSK-01,W-002,W-020,Zone-4,보통,57.2,2026-02-17 15:58:00,금일 출하량 맞추기 위해 꼼꼼히 진행 요망,완료,True,2026-02-17 16:13:00,2026-02-17 18:14:37,45.2,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260217-012.jpg,RV-20260217-905,2026-02-17 18:19:37,81.9,특이사항 없음,B,0,조금 더 신경 쓸 것
W-026,Worker,작업자_26,https://api.farm.com/img/w026.jpg,010-2732-6114,VN,VN,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-01,수확,중,5,120.0,kg,빨갛게 익은 과실만 조심해서 수확할 것.,https://api.farm.com/guide/harvest.jpg,상처 없는 과실 비율,ORD-20260217-013,TSK-01,W-001,W-026,Zone-2,보통,146.2,2026-02-17 11:03:00,금일 출하량 맞추기 위해 꼼꼼히 진행 요망,완료,True,2026-02-17 11:13:00,2026-02-17 13:18:10,136.8,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260217-013.jpg,RV-20260217-445,2026-02-17 13:23:10,74.2,미수확 과실 잔존,C,0,재교육 필요
W-004,Worker,작업자_4,https://api.farm.com/img/w004.jpg,010-6550-7994,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-04,방제,상,2,60.0,zone,보호구 착용 후 꼼꼼히 살포할 것.,https://api.farm.com/guide/spray.jpg,약제 살포 균일도,ORD-20260217-014,TSK-04,W-002,W-004,Zone-3,보통,186.1,2026-02-17 10:58:00,,완료,True,2026-02-17 11:11:00,2026-02-17 11:59:21,187.6,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260217-014.jpg,RV-20260217-131,2026-02-17 12:04:21,96.7,특이사항 없음,A,967,우수함
W-016,Worker,작업자_16,https://api.farm.com/img/w016.jpg,010-9511-2038,TH,TH,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-01,수확,중,5,120.0,kg,빨갛게 익은 과실만 조심해서 수확할 것.,https://api.farm.com/guide/harvest.jpg,상처 없는 과실 비율,ORD-20260217-015,TSK-01,W-002,W-016,Zone-1,보통,102.5,2026-02-17 08:04:00,금일 출하량 맞추기 위해 꼼꼼히 진행 요망,완료,True,2026-02-17 08:10:00,2026-02-17 10:34:58,81.0,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260217-015.jpg,RV-20260217-236,2026-02-17 10:39:58,72.5,미수확 과실 잔존,C,0,재교육 필요
W-008,Worker,작업자_8,https://api.farm.com/img/w008.jpg,010-6800-4967,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-04,방제,상,2,60.0,zone,보호구 착용 후 꼼꼼히 살포할 것.,https://api.farm.com/guide/spray.jpg,약제 살포 균일도,ORD-20260217-016,TSK-04,W-002,W-008,Zone-3,보통,113.1,2026-02-17 10:07:00,,완료,True,2026-02-17 10:19:00,2026-02-17 11:15:56,109.3,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260217-016.jpg,RV-20260217-457,2026-02-17 11:20:56,91.4,특이사항 없음,A,914,우수함
W-004,Worker,작업자_4,https://api.farm.com/img/w004.jpg,010-6550-7994,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-03,곁순제거,상,2,150.0,row,메인 줄기 이외의 곁순은 모두 제거할 것.,https://api.farm.com/guide/prune.jpg,곁순 잔존율,ORD-20260217-017,TSK-03,W-001,W-004,Zone-1,보통,91.9,2026-02-17 12:18:00,,완료,True,2026-02-17 12:22:00,2026-02-17 14:28:06,90.3,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260217-017.jpg,RV-20260217-158,2026-02-17 14:33:06,96.5,특이사항 없음,A,965,우수함
W-003,Worker,작업자_3,https://api.farm.com/img/w003.jpg,010-8884-6831,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-04,방제,상,2,60.0,zone,보호구 착용 후 꼼꼼히 살포할 것.,https://api.farm.com/guide/spray.jpg,약제 살포 균일도,ORD-20260217-018,TSK-04,W-001,W-003,Zone-4,높음,184.6,2026-02-17 11:02:00,,완료,True,2026-02-17 11:10:00,2026-02-17 12:01:00,176.4,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260217-018.jpg,RV-20260217-925,2026-02-17 12:06:00,92.8,특이사항 없음,A,928,우수함
W-011,Worker,작업자_11,https://api.farm.com/img/w011.jpg,010-3346-6473,PH,PH,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-01,수확,중,5,120.0,kg,빨갛게 익은 과실만 조심해서 수확할 것.,https://api.farm.com/guide/harvest.jpg,상처 없는 과실 비율,ORD-20260217-019,TSK-01,W-001,W-011,Zone-1,높음,132.4,2026-02-17 11:01:00,금일 출하량 맞추기 위해 꼼꼼히 진행 요망,완료,True,2026-02-17 11:13:00,2026-02-17 13:34:10,114.9,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260217-019.jpg,RV-20260217-160,2026-02-17 13:39:10,77.1,미수확 과실 잔존,C,0,재교육 필요
W-008,Worker,작업자_8,https://api.farm.com/img/w008.jpg,010-6800-4967,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-02,적엽,하,3,90.0,bed,맨 아래 누런 잎부터 3장 제거할 것.,https://api.farm.com/guide/deleaf.jpg,줄기 손상 여부,ORD-20260217-020,TSK-02,W-001,W-008,Zone-3,보통,155.4,2026-02-17 10:39:00,,완료,True,2026-02-17 10:51:00,2026-02-17 12:15:44,155.9,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260217-020.jpg,RV-20260217-284,2026-02-17 12:20:44,96.3,특이사항 없음,A,963,우수함
W-007,Worker,작업자_7,https://api.farm.com/img/w007.jpg,010-6638-5010,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-04,방제,상,2,60.0,zone,보호구 착용 후 꼼꼼히 살포할 것.,https://api.farm.com/guide/spray.jpg,약제 살포 균일도,ORD-20260218-021,TSK-04,W-001,W-007,Zone-4,보통,178.3,2026-02-18 13:57:00,,완료,True,2026-02-18 13:59:00,2026-02-18 14:55:20,185.6,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260218-021.jpg,RV-20260218-329,2026-02-18 15:00:20,94.0,특이사항 없음,A,940,우수함
W-026,Worker,작업자_26,https://api.farm.com/img/w026.jpg,010-2732-6114,VN,VN,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-02,적엽,하,3,90.0,bed,맨 아래 누런 잎부터 3장 제거할 것.,https://api.farm.com/guide/deleaf.jpg,줄기 손상 여부,ORD-20260218-022,TSK-02,W-001,W-026,Zone-4,보통,158.6,2026-02-18 15:33:00,,완료,True,2026-02-18 15:41:00,2026-02-18 17:34:56,123.0,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260218-022.jpg,RV-20260218-188,2026-02-18 17:39:56,83.6,특이사항 없음,B,0,조금 더 신경 쓸 것
W-008,Worker,작업자_8,https://api.farm.com/img/w008.jpg,010-6800-4967,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-02,적엽,하,3,90.0,bed,맨 아래 누런 잎부터 3장 제거할 것.,https://api.farm.com/guide/deleaf.jpg,줄기 손상 여부,ORD-20260218-023,TSK-02,W-002,W-008,Zone-2,높음,168.9,2026-02-18 14:09:00,,완료,True,2026-02-18 14:22:00,2026-02-18 15:39:26,169.2,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260218-023.jpg,RV-20260218-339,2026-02-18 15:44:26,93.0,특이사항 없음,A,930,우수함
W-008,Worker,작업자_8,https://api.farm.com/img/w008.jpg,010-6800-4967,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-04,방제,상,2,60.0,zone,보호구 착용 후 꼼꼼히 살포할 것.,https://api.farm.com/guide/spray.jpg,약제 살포 균일도,ORD-20260218-024,TSK-04,W-002,W-008,Zone-2,높음,109.5,2026-02-18 09:26:00,,완료,True,2026-02-18 09:30:00,2026-02-18 10:23:00,107.6,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260218-024.jpg,RV-20260218-580,2026-02-18 10:28:00,90.5,특이사항 없음,A,905,우수함
W-004,Worker,작업자_4,https://api.farm.com/img/w004.jpg,010-6550-7994,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-03,곁순제거,상,2,150.0,row,메인 줄기 이외의 곁순은 모두 제거할 것.,https://api.farm.com/guide/prune.jpg,곁순 잔존율,ORD-20260218-025,TSK-03,W-002,W-004,Zone-2,긴급,102.7,2026-02-18 12:18:00,,완료,True,2026-02-18 12:33:00,2026-02-18 14:50:47,106.9,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260218-025.jpg,RV-20260218-435,2026-02-18 14:55:47,98.3,특이사항 없음,A,983,우수함
W-007,Worker,작업자_7,https://api.farm.com/img/w007.jpg,010-6638-5010,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-03,곁순제거,상,2,150.0,row,메인 줄기 이외의 곁순은 모두 제거할 것.,https://api.farm.com/guide/prune.jpg,곁순 잔존율,ORD-20260218-026,TSK-03,W-002,W-007,Zone-2,보통,85.7,2026-02-18 15:17:00,,완료,True,2026-02-18 15:24:00,2026-02-18 17:24:11,89.6,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260218-026.jpg,RV-20260218-453,2026-02-18 17:29:11,93.1,특이사항 없음,A,931,우수함
W-011,Worker,작업자_11,https://api.farm.com/img/w011.jpg,010-3346-6473,PH,PH,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-02,적엽,하,3,90.0,bed,맨 아래 누런 잎부터 3장 제거할 것.,https://api.farm.com/guide/deleaf.jpg,줄기 손상 여부,ORD-20260218-027,TSK-02,W-001,W-011,Zone-1,보통,95.1,2026-02-18 09:11:00,,완료,True,2026-02-18 09:14:00,2026-02-18 10:53:24,88.8,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260218-027.jpg,RV-20260218-114,2026-02-18 10:58:24,83.4,특이사항 없음,B,0,조금 더 신경 쓸 것
W-007,Worker,작업자_7,https://api.farm.com/img/w007.jpg,010-6638-5010,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-04,방제,상,2,60.0,zone,보호구 착용 후 꼼꼼히 살포할 것.,https://api.farm.com/guide/spray.jpg,약제 살포 균일도,ORD-20260218-028,TSK-04,W-001,W-007,Zone-4,보통,161.6,2026-02-18 12:40:00,,완료,True,2026-02-18 12:52:00,2026-02-18 13:47:05,167.2,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260218-028.jpg,RV-20260218-734,2026-02-18 13:52:05,95.8,특이사항 없음,A,958,우수함
W-003,Worker,작업자_3,https://api.farm.com/img/w003.jpg,010-8884-6831,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-01,수확,중,5,120.0,kg,빨갛게 익은 과실만 조심해서 수확할 것.,https://api.farm.com/guide/harvest.jpg,상처 없는 과실 비율,ORD-20260218-029,TSK-01,W-001,W-003,Zone-2,보통,119.6,2026-02-18 10:45:00,금일 출하량 맞추기 위해 꼼꼼히 진행 요망,완료,True,2026-02-18 11:00:00,2026-02-18 12:38:32,114.5,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260218-029.jpg,RV-20260218-183,2026-02-18 12:43:32,92.0,특이사항 없음,A,920,우수함
W-003,Worker,작업자_3,https://api.farm.com/img/w003.jpg,010-8884-6831,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-02,적엽,하,3,90.0,bed,맨 아래 누런 잎부터 3장 제거할 것.,https://api.farm.com/guide/deleaf.jpg,줄기 손상 여부,ORD-20260218-030,TSK-02,W-001,W-003,Zone-1,보통,103.9,2026-02-18 14:58:00,,완료,True,2026-02-18 15:02:00,2026-02-18 16:27:16,99.7,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260218-030.jpg,RV-20260218-817,2026-02-18 16:32:16,97.2,특이사항 없음,A,972,우수함
W-010,Worker,작업자_10,https://api.farm.com/img/w010.jpg,010-2186-9376,TH,TH,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-01,수확,중,5,120.0,kg,빨갛게 익은 과실만 조심해서 수확할 것.,https://api.farm.com/guide/harvest.jpg,상처 없는 과실 비율,ORD-20260218-031,TSK-01,W-002,W-010,Zone-2,높음,118.1,2026-02-18 15:53:00,금일 출하량 맞추기 위해 꼼꼼히 진행 요망,이슈발생,True,2026-02-18 15:53:00,2026-02-18 18:02:51,100.3,시간부족,작업 속도 저하로 인한 시간 부족,특이사항 없음,https://api.farm.com/upload/ORD-20260218-031.jpg,RV-20260218-565,2026-02-18 18:07:51,82.3,특이사항 없음,B,0,조금 더 신경 쓸 것
W-030,Worker,작업자_30,https://api.farm.com/img/w030.jpg,010-6400-2476,VN,VN,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-02,적엽,하,3,90.0,bed,맨 아래 누런 잎부터 3장 제거할 것.,https://api.farm.com/guide/deleaf.jpg,줄기 손상 여부,ORD-20260218-032,TSK-02,W-001,W-030,Zone-2,보통,116.4,2026-02-18 12:35:00,,완료,True,2026-02-18 12:47:00,2026-02-18 14:17:09,99.4,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260218-032.jpg,RV-20260218-725,2026-02-18 14:22:09,87.1,특이사항 없음,B,0,조금 더 신경 쓸 것
W-005,Worker,작업자_5,https://api.farm.com/img/w005.jpg,010-3748-5604,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-03,곁순제거,상,2,150.0,row,메인 줄기 이외의 곁순은 모두 제거할 것.,https://api.farm.com/guide/prune.jpg,곁순 잔존율,ORD-20260218-033,TSK-03,W-001,W-005,Zone-1,보통,52.4,2026-02-18 13:13:00,,완료,True,2026-02-18 13:25:00,2026-02-18 15:30:02,54.0,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260218-033.jpg,RV-20260218-956,2026-02-18 15:35:02,91.7,특이사항 없음,A,917,우수함
W-007,Worker,작업자_7,https://api.farm.com/img/w007.jpg,010-6638-5010,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-03,곁순제거,상,2,150.0,row,메인 줄기 이외의 곁순은 모두 제거할 것.,https://api.farm.com/guide/prune.jpg,곁순 잔존율,ORD-20260218-034,TSK-03,W-001,W-007,Zone-1,보통,58.9,2026-02-18 15:53:00,,완료,True,2026-02-18 16:05:00,2026-02-18 18:20:38,58.7,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260218-034.jpg,RV-20260218-925,2026-02-18 18:25:38,98.0,특이사항 없음,A,980,우수함
W-005,Worker,작업자_5,https://api.farm.com/img/w005.jpg,010-3748-5604,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-03,곁순제거,상,2,150.0,row,메인 줄기 이외의 곁순은 모두 제거할 것.,https://api.farm.com/guide/prune.jpg,곁순 잔존율,ORD-20260218-035,TSK-03,W-001,W-005,Zone-3,보통,113.7,2026-02-18 15:58:00,,완료,True,2026-02-18 16:00:00,2026-02-18 18:10:15,109.6,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260218-035.jpg,RV-20260218-428,2026-02-18 18:15:15,94.1,특이사항 없음,A,941,우수함
W-003,Worker,작업자_3,https://api.farm.com/img/w003.jpg,010-8884-6831,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-03,곁순제거,상,2,150.0,row,메인 줄기 이외의 곁순은 모두 제거할 것.,https://api.farm.com/guide/prune.jpg,곁순 잔존율,ORD-20260219-036,TSK-03,W-002,W-003,Zone-3,보통,192.8,2026-02-19 11:36:00,,완료,True,2026-02-19 11:45:00,2026-02-19 14:05:03,199.7,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260219-036.jpg,RV-20260219-621,2026-02-19 14:10:03,93.0,특이사항 없음,A,930,우수함
